Geneid,ProteinID,TranscriptID
gene_9738,3057959,3058443
gene_9741,3057992,3058476
gene_9743,3058029,3058513
gene_9746,3058054,3058538
gene_9749,3058077,3058561
gene_9752,3058105,3058589
gene_9755,3058153,3058637
gene_9758,3058194,3058678
gene_9759,3058198,3058682
gene_9760,3058211,3058695
gene_9761,3058216,3058700
gene_9764,3058228,3058712
gene_9765,3058244,3058728
gene_9767,3058276,3058760
gene_9768,3058288,3058772
gene_9769,3058301,3058785
gene_9771,3058329,3058813
gene_9773,3058341,3058825
gene_9775,3058352,3058836
gene_9776,3058356,3058840
gene_9777,3058369,3058853
gene_9779,3058388,3058872
gene_9782,3058428,3058912
gene_9787,3058469,3058953
gene_9788,3058472,3058956
gene_9789,3058474,3058958
gene_9793,3058510,3058994
gene_9796,3058541,3059025
gene_9799,3058554,3059038
gene_9802,3058595,3059079
gene_9803,3058622,3059106
gene_9804,3058645,3059129
gene_9805,3058650,3059134
gene_9806,3058659,3059143
gene_9807,3058675,3059159
gene_9809,3058728,3059212
gene_9810,3058748,3059232
gene_9811,3058763,3059247
gene_9814,3058833,3059317
gene_9815,3058852,3059336
gene_9816,3058855,3059339
gene_9817,3058867,3059351
gene_9818,3058878,3059362
gene_9819,3058896,3059380
gene_9820,3058901,3059385
gene_9822,3058911,3059395
gene_9823,3058939,3059423
gene_9825,3058963,3059447
gene_9826,3058967,3059451
gene_9827,3058972,3059456
gene_9828,3058984,3059468
gene_9829,3058990,3059474
gene_9831,3059005,3059489
gene_9832,3059017,3059501
gene_9834,3059028,3059512
gene_9835,3059041,3059525
gene_9836,3059073,3059557
gene_9838,3059092,3059576
gene_9840,3059104,3059588
gene_9842,3059122,3059606
gene_9843,3059137,3059621
gene_9845,3059189,3059673
gene_9846,3059199,3059683
gene_9847,3059232,3059716
gene_9848,3059237,3059721
gene_9849,3059253,3059737
gene_9851,3059272,3059756
gene_9852,3059285,3059769
gene_9853,3059292,3059776
gene_9854,3059301,3059785
gene_9856,3059349,3059833
gene_9858,3059397,3059881
gene_9859,3059402,3059886
gene_9860,3059408,3059892
gene_9861,3059431,3059915
gene_9862,3059444,3059928
gene_9863,3059449,3059933
gene_9864,3059455,3059939
gene_9865,3059469,3059953
gene_9866,3059500,3059984
gene_9868,3059511,3059995
gene_9870,3059523,3060007
gene_9871,3059568,3060052
gene_9874,3059629,3060113
gene_9875,3059654,3060138
gene_9876,3059673,3060157
gene_9877,3059688,3060172
gene_9878,3059705,3060189
gene_9880,3059743,3060227
gene_9881,3059769,3060253
gene_9883,3059780,3060264
gene_9885,3059844,3060328
gene_9886,3059850,3060334
gene_9887,3059870,3060354
gene_9888,3059876,3060360
gene_9889,3059886,3060370
gene_9891,3059900,3060384
gene_9892,3059906,3060390
gene_9893,3059931,3060415
gene_9894,3059939,3060423
gene_9895,3059951,3060435
gene_9896,3059958,3060442
gene_9900,3059991,3060475
gene_9903,3060066,3060550
gene_9906,3060110,3060594
gene_9907,3060113,3060597
gene_9908,3060129,3060613
gene_9910,3060150,3060634
gene_9911,3060167,3060651
gene_9913,3060180,3060664
gene_9914,3060196,3060680
gene_9915,3060202,3060686
gene_9916,3060216,3060700
gene_9917,3060220,3060704
gene_9918,3060226,3060710
gene_9919,3060236,3060720
gene_9920,3060248,3060732
gene_9921,3060256,3060740
gene_9922,3060258,3060742
gene_9923,3060274,3060758
gene_9924,3060305,3060789
gene_9925,3060315,3060799
gene_9926,3060329,3060813
gene_9927,3060347,3060831
gene_9929,3060374,3060858
gene_9930,3060385,3060869
gene_9931,3060405,3060889
gene_9932,3060421,3060905
gene_9933,3060434,3060918
gene_9934,3060442,3060926
gene_9937,3060469,3060953
gene_9938,3060473,3060957
gene_9939,3060484,3060968
gene_9940,3060490,3060974
gene_9941,3060501,3060985
gene_9942,3060511,3060995
gene_9943,3060517,3061001
gene_9944,3060530,3061014
gene_9946,3060548,3061032
gene_9947,3060553,3061037
gene_9948,3060568,3061052
gene_9951,3060588,3061072
gene_9952,3060598,3061082
gene_9953,3060621,3061105
gene_9954,3060643,3061127
gene_9955,3060690,3061174
gene_9956,3060717,3061201
gene_9957,3060738,3061222
gene_9958,3060743,3061227
gene_9959,3060779,3061263
gene_9960,3060787,3061271
gene_9961,3060806,3061290
gene_9969,3060843,3061327
gene_9971,3060877,3061361
gene_9974,3060905,3061389
gene_9975,3060929,3061413
gene_9976,3060935,3061419
gene_9977,3060952,3061436
gene_9978,3060956,3061440
gene_9980,3061008,3061492
gene_9981,3061010,3061494
gene_9982,3061044,3061528
gene_9983,3061049,3061533
gene_9984,3061060,3061544
gene_9985,3061063,3061547
gene_9986,3061073,3061557
gene_9990,3061093,3061577
gene_9991,3061101,3061585
gene_9992,3061111,3061595
gene_9993,3061121,3061605
gene_9994,3061135,3061619
gene_9995,3061142,3061626
gene_9996,3061152,3061636
gene_9997,3061159,3061643
gene_9998,3061190,3061674
gene_10001,3061231,3061715
gene_10002,3061237,3061721
gene_10004,3061255,3061739
gene_10006,3061328,3061812
gene_10007,3061335,3061819
gene_10009,3061362,3061846
gene_10010,3061380,3061864
gene_10011,3061386,3061870
gene_10014,3061427,3061911
gene_10015,3061446,3061930
gene_10020,3061508,3061992
gene_10022,3061550,3062034
gene_10023,3061556,3062040
gene_10025,3061568,3062052
gene_10026,3061579,3062063
gene_10027,3061586,3062070
gene_10029,3061596,3062080
gene_10031,3061601,3062085
gene_10032,3061613,3062097
gene_10033,3061650,3062134
gene_10035,3061678,3062162
gene_10036,3061704,3062188
gene_10039,3061712,3062196
gene_10042,3061730,3062214
gene_10043,3061740,3062224
gene_10044,3061746,3062230
gene_10045,3061753,3062237
gene_10047,3061796,3062280
gene_10049,3061832,3062316
gene_10051,3061858,3062342
gene_10052,3061863,3062347
gene_10053,3061886,3062370
gene_10054,3061907,3062391
gene_10056,3061919,3062403
gene_10057,3061925,3062409
gene_10058,3061958,3062442
gene_10059,3061969,3062453
gene_10060,3061986,3062470
gene_10061,3061994,3062478
gene_10062,3061997,3062481
gene_10063,3062013,3062497
gene_10064,3062025,3062509
gene_10065,3062033,3062517
gene_10066,3062060,3062544
gene_10070,3062093,3062577
gene_10071,3062100,3062584
gene_10073,3062140,3062624
gene_10074,3062142,3062626
gene_10076,3062169,3062653
gene_10077,3062238,3062722
gene_10079,3062254,3062738
gene_10081,3062273,3062757
gene_10082,3062292,3062776
gene_10083,3062298,3062782
gene_10084,3062307,3062791
gene_10085,3062321,3062805
gene_10086,3062332,3062816
gene_10088,3062350,3062834
gene_10092,3062392,3062876
gene_10094,3062397,3062881
gene_10095,3062407,3062891
gene_10096,3062429,3062913
gene_10097,3062435,3062919
gene_10098,3062449,3062933
gene_10099,3062457,3062941
gene_10100,3062466,3062950
gene_10101,3062477,3062961
gene_10102,3062481,3062965
gene_10103,3062497,3062981
gene_10107,3062525,3063009
gene_10108,3062531,3063015
gene_10110,3062546,3063030
gene_10111,3062564,3063048
gene_10112,3062602,3063086
gene_10113,3062608,3063092
gene_10114,3062611,3063095
gene_10115,3062625,3063109
gene_10116,3062635,3063119
gene_10117,3062652,3063136
gene_10118,3062661,3063145
gene_10119,3062667,3063151
gene_10120,3062676,3063160
gene_10121,3062691,3063175
gene_10122,3062721,3063205
gene_10123,3062741,3063225
gene_10127,3062764,3063248
gene_10128,3062767,3063251
gene_10130,3062789,3063273
gene_10131,3062799,3063283
gene_10135,3062811,3063295
gene_10137,3062823,3063307
gene_10138,3062843,3063327
gene_10142,3062869,3063353
gene_10143,3062884,3063368
gene_10147,3062908,3063392
gene_10150,3062926,3063410
gene_10151,3062932,3063416
gene_10152,3062960,3063444
gene_10154,3063014,3063498
gene_10156,3063029,3063513
gene_10157,3063039,3063523
gene_10159,3063043,3063527
gene_10160,3063052,3063536
gene_10161,3063076,3063560
gene_10162,3063087,3063571
gene_10163,3063097,3063581
gene_10164,3063143,3063627
gene_10165,3063152,3063636
gene_10166,3063160,3063644
gene_10167,3063171,3063655
gene_10168,3063181,3063665
gene_10169,3063190,3063674
gene_10170,3063223,3063707
gene_10171,3063229,3063713
gene_10172,3063240,3063724
gene_10173,3063251,3063735
gene_10175,3063274,3063758
gene_10176,3063278,3063762
gene_10177,3063294,3063778
gene_10178,3063301,3063785
gene_10179,3063307,3063791
gene_10180,3063308,3063792
gene_10181,3063350,3063834
gene_10182,3063356,3063840
gene_10183,3063360,3063844
gene_10184,3063361,3063845
gene_10185,3063380,3063864
gene_10186,3063384,3063868
gene_10187,3063388,3063872
gene_10188,3063401,3063885
gene_10190,3063429,3063913
gene_10192,3063442,3063926
gene_10193,3063449,3063933
gene_10194,3063465,3063949
gene_10195,3063473,3063957
gene_10198,3063493,3063977
gene_10199,3063515,3063999
gene_10200,3063534,3064018
gene_10201,3063543,3064027
gene_10202,3063549,3064033
gene_10204,3063578,3064062
gene_10205,3063591,3064075
gene_10206,3063602,3064086
gene_10207,3063623,3064107
gene_10209,3063634,3064118
gene_10210,3063640,3064124
gene_10211,3063646,3064130
gene_10212,3063658,3064142
gene_10213,3063674,3064158
gene_10215,3063685,3064169
gene_10216,3063696,3064180
gene_10217,3063702,3064186
gene_10218,3063715,3064199
gene_10220,3063734,3064218
gene_10221,3063739,3064223
gene_10222,3063750,3064234
gene_10223,3063758,3064242
gene_10224,3063765,3064249
gene_10226,3063785,3064269
gene_10227,3063799,3064283
gene_10228,3063806,3064290
gene_10229,3063821,3064305
gene_10236,3063877,3064361
gene_10237,3063898,3064382
gene_10238,3063927,3064411
gene_10239,3063936,3064420
gene_10240,3063943,3064427
gene_10241,3063963,3064447
gene_10242,3063973,3064457
gene_10243,3063983,3064467
gene_10244,3063995,3064479
gene_10245,3064006,3064490
gene_10246,3064026,3064510
gene_10247,3064033,3064517
gene_10249,3064042,3064526
gene_10250,3064049,3064533
gene_10251,3064063,3064547
gene_10253,3064093,3064577
gene_10255,3064099,3064583
gene_10256,3064106,3064590
gene_10259,3064122,3064606
gene_10262,3064157,3064641
gene_10263,3064166,3064650
gene_10265,3064176,3064660
gene_10266,3064188,3064672
gene_10267,3064195,3064679
gene_10268,3064208,3064692
gene_10269,3064240,3064724
gene_10270,3064252,3064736
gene_10271,3064270,3064754
gene_10272,3064285,3064769
gene_10273,3064295,3064779
gene_10274,3064321,3064805
gene_10276,3064392,3064876
gene_10278,3064422,3064906
gene_10279,3064451,3064935
gene_10280,3064460,3064944
gene_10284,3064498,3064982
gene_10285,3064508,3064992
gene_10286,3064521,3065005
gene_10289,3064561,3065045
gene_10292,3064601,3065085
gene_10293,3064610,3065094
gene_10294,3064615,3065099
gene_10295,3064631,3065115
gene_10296,3064640,3065124
gene_10297,3064694,3065178
gene_10298,3064705,3065189
gene_10300,3064719,3065203
gene_10301,3064730,3065214
gene_10302,3064733,3065217
gene_10303,3064743,3065227
gene_10304,3064757,3065241
gene_10305,3064768,3065252
gene_10306,3064774,3065258
gene_10307,3064800,3065284
gene_10309,3064832,3065316
gene_10310,3064847,3065331
gene_10311,3064855,3065339
gene_10312,3064866,3065350
gene_10313,3064881,3065365
gene_10314,3064898,3065382
gene_10319,3064967,3065451
gene_10321,3064989,3065473
gene_10322,3064996,3065480
gene_10323,3064999,3065483
gene_10324,3065006,3065490
gene_10325,3065013,3065497
gene_10331,3065067,3065551
gene_10332,3065086,3065570
gene_10335,3065098,3065582
gene_10336,3065102,3065586
gene_10337,3065108,3065592
gene_10338,3065114,3065598
gene_10339,3065144,3065628
gene_10340,3065149,3065633
gene_10341,3065157,3065641
gene_10342,3065178,3065662
gene_10344,3065214,3065698
gene_10346,3065254,3065738
gene_10347,3065256,3065740
gene_10349,3065270,3065754
gene_10350,3065284,3065768
gene_10351,3065306,3065790
gene_10353,3065323,3065807
gene_10355,3065341,3065825
gene_10356,3065369,3065853
gene_10358,3065388,3065872
gene_10360,3065410,3065894
gene_10361,3065444,3065928
gene_10364,3065469,3065953
gene_10365,3065485,3065969
gene_10369,3065540,3066024
gene_10370,3065556,3066040
gene_10375,3065632,3066116
gene_10377,3065679,3066163
gene_10378,3065687,3066171
gene_10390,3065735,3066219
gene_10395,3065749,3066233
gene_10396,3065757,3066241
gene_10397,3065768,3066252
gene_10398,3065774,3066258
gene_10399,3065792,3066276
gene_10400,3065806,3066290
gene_10401,3065823,3066307
gene_10402,3065833,3066317
gene_10404,3065855,3066339
gene_10405,3065865,3066349
gene_10407,3065882,3066366
gene_10408,3065888,3066372
gene_10409,3065892,3066376
gene_10410,3065896,3066380
gene_10411,3065911,3066395
gene_10412,3065925,3066409
gene_10414,3065929,3066413
gene_10415,3065942,3066426
gene_10416,3065946,3066430
gene_10419,3065960,3066444
gene_10420,3065966,3066450
gene_10422,3065980,3066464
gene_10423,3065982,3066466
gene_10424,3065989,3066473
gene_10425,3066006,3066490
gene_10426,3066011,3066495
gene_10427,3066024,3066508
gene_10428,3066081,3066565
gene_10429,3066091,3066575
gene_10430,3066109,3066593
gene_10431,3066124,3066608
gene_10432,3066154,3066638
gene_10433,3066164,3066648
gene_10434,3066186,3066670
gene_10435,3066199,3066683
gene_10436,3066221,3066705
gene_10437,3066233,3066717
gene_10439,3066286,3066770
gene_10440,3066324,3066808
gene_10441,3066330,3066814
gene_10442,3066336,3066820
gene_10443,3066342,3066826
gene_10444,3066345,3066829
gene_10446,3066356,3066840
gene_10447,3066359,3066843
gene_10449,3066408,3066892
gene_10450,3066416,3066900
gene_10451,3066418,3066902
gene_10452,3066423,3066907
gene_10453,3066442,3066926
gene_10454,3066447,3066931
gene_10455,3066472,3066956
gene_10457,3066483,3066967
gene_10458,3066490,3066974
gene_10459,3066522,3067006
gene_10460,3066540,3067024
gene_10462,3066567,3067051
gene_10465,3066570,3067054
gene_10469,3066581,3067065
gene_10481,3066642,3067126
gene_10483,3066668,3067152
gene_10491,3066745,3067229
gene_10492,3066759,3067243
gene_10493,3066772,3067256
gene_10494,3066787,3067271
gene_10495,3066803,3067287
gene_10496,3066804,3067288
gene_10497,3066815,3067299
gene_10498,3066828,3067312
gene_10501,3066853,3067337
gene_10502,3066862,3067346
gene_10509,3066914,3067398
gene_10510,3066918,3067402
gene_10512,3066923,3067407
gene_10513,3066930,3067414
gene_10514,3066938,3067422
gene_10515,3066948,3067432
gene_10516,3066950,3067434
gene_10517,3066961,3067445
gene_10518,3066967,3067451
gene_10519,3066983,3067467
gene_10520,3067008,3067492
gene_10521,3067034,3067518
gene_10522,3067054,3067538
gene_10523,3067063,3067547
gene_10524,3067070,3067554
gene_10525,3067084,3067568
gene_10527,3067118,3067602
gene_10528,3067122,3067606
gene_10529,3067133,3067617
gene_10531,3067148,3067632
gene_10532,3067162,3067646
gene_10533,3067192,3067676
gene_10536,3067218,3067702
gene_10537,3067222,3067706
gene_10539,3067228,3067712
gene_10540,3067234,3067718
gene_10541,3067243,3067727
gene_10543,3067247,3067731
gene_10544,3067260,3067744
gene_10545,3067272,3067756
gene_10546,3067278,3067762
gene_10547,3067286,3067770
gene_10548,3067295,3067779
gene_10549,3067337,3067821
gene_10550,3067349,3067833
gene_10552,3067368,3067852
gene_10553,3067389,3067873
gene_10555,3067429,3067913
gene_10556,3067442,3067926
gene_10558,3067454,3067938
gene_10560,3067467,3067951
gene_10566,3067513,3067997
gene_10577,3067559,3068043
gene_10579,3067561,3068045
gene_10581,3067578,3068062
gene_10582,3067582,3068066
gene_10583,3067591,3068075
gene_10584,3067596,3068080
gene_10585,3067608,3068092
gene_10588,3067654,3068138
gene_10590,3067669,3068153
gene_10594,3067694,3068178
gene_10597,3067706,3068190
gene_10602,3067717,3068201
gene_10606,3067741,3068225
gene_10608,3067758,3068242
gene_10611,3067802,3068286
gene_10613,3067826,3068310
gene_10614,3067831,3068315
gene_10616,3067849,3068333
gene_10617,3067867,3068351
gene_10620,3067880,3068364
gene_10621,3067883,3068367
gene_10622,3067892,3068376
gene_10625,3067909,3068393
gene_10626,3067916,3068400
gene_10627,3067920,3068404
gene_10629,3067935,3068419
gene_10631,3067943,3068427
gene_10632,3067948,3068432
gene_10633,3067954,3068438
gene_10634,3067968,3068452
gene_10637,3068021,3068505
gene_10638,3068029,3068513
gene_10639,3068051,3068535
gene_10641,3068054,3068538
gene_10642,3068058,3068542
gene_10643,3068097,3068581
gene_10644,3068117,3068601
gene_10645,3068138,3068622
gene_10648,3068155,3068639
gene_9672,3140385,3140869
gene_9709,3140412,3140896
gene_9751,3140447,3140931
gene_9762,3140461,3140945
gene_9783,3140482,3140966
gene_9786,3140485,3140969
gene_9884,3140575,3141059
gene_10038,3140708,3141192
gene_10048,3140718,3141202
gene_10078,3140740,3141224
gene_10328,3140970,3141454
gene_10385,3141025,3141509
gene_10386,3141029,3141513
gene_10417,3141064,3141548
gene_10562,3141232,3141716
gene_9680,3152198,3152682
gene_9785,3152269,3152753
gene_9844,3152320,3152804
gene_9965,3152417,3152901
gene_10041,3152478,3152962
gene_10136,3152556,3153040
gene_10144,3152563,3153047
gene_10252,3152650,3153134
gene_10290,3152681,3153165
gene_10308,3152698,3153182
gene_10486,3152825,3153309
gene_9658,3161782,3162266
gene_9671,3161790,3162274
gene_9686,3161799,3162283
gene_9687,3161801,3162285
gene_9740,3161847,3162331
gene_9753,3161850,3162334
gene_9754,3161851,3162335
gene_9833,3161906,3162390
gene_9912,3161967,3162451
gene_9962,3162004,3162488
gene_9979,3162013,3162497
gene_10005,3162035,3162519
gene_10028,3162048,3162532
gene_10068,3162064,3162548
gene_10106,3162083,3162567
gene_10235,3162166,3162650
gene_10260,3162185,3162669
gene_10352,3162260,3162744
gene_10371,3162278,3162762
gene_10389,3162296,3162780
gene_10418,3162320,3162804
gene_10438,3162336,3162820
gene_10463,3162357,3162841
gene_10464,3162358,3162842
gene_10466,3162359,3162843
gene_10472,3162367,3162851
gene_10473,3162368,3162852
gene_10474,3162369,3162853
gene_10477,3162371,3162855
gene_10487,3162380,3162864
gene_10526,3162408,3162892
gene_10534,3162414,3162898
gene_10542,3162421,3162905
gene_10573,3162442,3162926
gene_10580,3162444,3162928
gene_10587,3162451,3162935
gene_10603,3162464,3162948
gene_10607,3162466,3162950
gene_10628,3162482,3162966
gene_10635,3162487,3162971
gene_10640,3162492,3162976
gene_10234,3171644,3172128
gene_10384,3171748,3172232
gene_10394,3171752,3172236
gene_9701,3179797,3180281
gene_9781,3179849,3180333
gene_9909,3179947,3180431
gene_9945,3179974,3180458
gene_10214,3180128,3180612
gene_10318,3180211,3180695
gene_10373,3180256,3180740
gene_10374,3180258,3180742
gene_10406,3180277,3180761
gene_10421,3180286,3180770
gene_10468,3180321,3180805
gene_10470,3180323,3180807
gene_10479,3180326,3180810
gene_10615,3180420,3180904
gene_9669,3240502,3240986
gene_9719,3240576,3241060
gene_9772,3240650,3241134
gene_9774,3240664,3241148
gene_9905,3241037,3241521
gene_9949,3241133,3241617
gene_9963,3241175,3241659
gene_9970,3241197,3241681
gene_10225,3241695,3242179
gene_10230,3241707,3242191
gene_10264,3241749,3242233
gene_10288,3241792,3242276
gene_10291,3241800,3242284
gene_10315,3241866,3242350
gene_10320,3241918,3242402
gene_10345,3242014,3242498
gene_10354,3242091,3242575
gene_10368,3242124,3242608
gene_10388,3242154,3242638
gene_10393,3242165,3242649
gene_10461,3242295,3242779
gene_10507,3242428,3242912
gene_10551,3242616,3243100
gene_10561,3242638,3243122
gene_10564,3242639,3243123
gene_11620,2583908,2584392
gene_11623,2583971,2584455
gene_11648,2585308,2585792
gene_11658,2585670,2586154
gene_11662,2586134,2586618
gene_11665,2586438,2586922
gene_11670,2586704,2587188
gene_11673,2586984,2587468
gene_11674,2587204,2587688
gene_11695,2587648,2588132
gene_11698,2587800,2588284
gene_11701,2587859,2588343
gene_11699,2587894,2588378
gene_11704,2587942,2588426
gene_11747,2589026,2589510
gene_11751,2589103,2589587
gene_11771,2589456,2589940
gene_11784,2589650,2590134
gene_11801,2590600,2591084
gene_11808,2591159,2591643
gene_11809,2591253,2591737
gene_11821,2591838,2592322
gene_11828,2592024,2592508
gene_11829,2592125,2592609
gene_11852,2592405,2592889
gene_11876,2592779,2593263
gene_11886,2593027,2593511
gene_11891,2593155,2593639
gene_11898,2593224,2593708
gene_11922,2593575,2594059
gene_11937,2594075,2594559
gene_11945,2594268,2594752
gene_11949,2594497,2594981
gene_11953,2595007,2595491
gene_11965,2595559,2596043
gene_11976,2596295,2596779
gene_11986,2597528,2598012
gene_11992,2597700,2598184
gene_11997,2597883,2598367
gene_12001,2598194,2598678
gene_12008,2598401,2598885
gene_12010,2598588,2599072
gene_12012,2598698,2599182
gene_12019,2599033,2599517
gene_12031,2599925,2600409
gene_12038,2600257,2600741
gene_12044,2600693,2601177
gene_12053,2601297,2601781
gene_12056,2601333,2601817
gene_12069,2601782,2602266
gene_12072,2601886,2602370
gene_12082,2602134,2602618
gene_12084,2602159,2602643
gene_12096,2602370,2602854
gene_12127,2604109,2604593
gene_12129,2604151,2604635
gene_12138,2604404,2604888
gene_12159,2605087,2605571
gene_12165,2605155,2605639
gene_12173,2605310,2605794
gene_12174,2605341,2605825
gene_12175,2605709,2606193
gene_12186,2606024,2606508
gene_12187,2606114,2606598
gene_12205,2607360,2607844
gene_12208,2607724,2608208
gene_12221,2608216,2608700
gene_12234,2609021,2609505
gene_12236,2609217,2609701
gene_12240,2609258,2609742
gene_12245,2609346,2609830
gene_12251,2609719,2610203
gene_12250,2609730,2610214
gene_12257,2609932,2610416
gene_12271,2610847,2611331
gene_12269,2610854,2611338
gene_12270,2610855,2611339
gene_12275,2611064,2611548
gene_12283,2611226,2611710
gene_12312,2612175,2612659
gene_12315,2612339,2612823
gene_12318,2612469,2612953
gene_12321,2612612,2613096
gene_12329,2613042,2613526
gene_12344,2613549,2614033
gene_12345,2613669,2614153
gene_12349,2613852,2614336
gene_12362,2614531,2615015
gene_12363,2614593,2615077
gene_12364,2614611,2615095
gene_12375,2615038,2615522
gene_12384,2615121,2615605
gene_12385,2615286,2615770
gene_12404,2616263,2616747
gene_12408,2616522,2617006
gene_12417,2616724,2617208
gene_12425,2616795,2617279
gene_12421,2617302,2617786
gene_12434,2617650,2618134
gene_12435,2617701,2618185
gene_12445,2618306,2618790
gene_12457,2618972,2619456
gene_12471,2619723,2620207
gene_12474,2619826,2620310
gene_12514,2620990,2621474
gene_12515,2621103,2621587
gene_12519,2621258,2621742
gene_12523,2621344,2621828
gene_11868,2852895,2853379
gene_11871,2854618,2855102
gene_12529,2855269,2855753
gene_11653,2855893,2856377
gene_11915,2858743,2859227
gene_11864,2859644,2860128
gene_12518,2861851,2862335
gene_11865,2862174,2862658
gene_11643,2863534,2864018
gene_11642,2870384,2870868
gene_11608,2870514,2870998
gene_11857,2873703,2874187
gene_11853,2877853,2878337
gene_11783,2879213,2879697
gene_11748,2897555,2898039
gene_11963,2897580,2898064
gene_11973,2897581,2898065
gene_11870,2897603,2898087
gene_11700,2897628,2898112
gene_11686,2897664,2898148
gene_11993,2897671,2898155
gene_11909,2897709,2898193
gene_11890,2897715,2898199
gene_12353,2897716,2898200
gene_11767,2897755,2898239
gene_12092,2897780,2898264
gene_12204,2897786,2898270
gene_12097,2897800,2898284
gene_11764,2897801,2898285
gene_11688,2897819,2898303
gene_12115,2897852,2898336
gene_12017,2897857,2898341
gene_11914,2897866,2898350
gene_11722,2897875,2898359
gene_12229,2897879,2898363
gene_11693,2897889,2898373
gene_11736,2897919,2898403
gene_12502,2897929,2898413
gene_12351,2897936,2898420
gene_12026,2897941,2898425
gene_12530,2897966,2898450
gene_11974,2898025,2898509
gene_11954,2898032,2898516
gene_11705,2898052,2898536
gene_12268,2898055,2898539
gene_12339,2898080,2898564
gene_11641,2898087,2898571
gene_11766,2898093,2898577
gene_12167,2898159,2898643
gene_11717,2898175,2898659
gene_11762,2898186,2898670
gene_12042,2898197,2898681
gene_11894,2898211,2898695
gene_12309,2898224,2898708
gene_11696,2898228,2898712
gene_11780,2898242,2898726
gene_12459,2898244,2898728
gene_12214,2898257,2898741
gene_11885,2898273,2898757
gene_12533,2898282,2898766
gene_11846,2898290,2898774
gene_12325,2898293,2898777
gene_12480,2898302,2898786
gene_12284,2898303,2898787
gene_12083,2898388,2898872
gene_11944,2898403,2898887
gene_11738,2898406,2898890
gene_11848,2898422,2898906
gene_12506,2898453,2898937
gene_11911,2898468,2898952
gene_11613,2898491,2898975
gene_12391,2898508,2898992
gene_11819,2898540,2899024
gene_11836,2898555,2899039
gene_12320,2898588,2899072
gene_11908,2898590,2899074
gene_11624,2898600,2899084
gene_11943,2898609,2899093
gene_11629,2898629,2899113
gene_11689,2898630,2899114
gene_12158,2898643,2899127
gene_11775,2898655,2899139
gene_11789,2898667,2899151
gene_12531,2898669,2899153
gene_11787,2898684,2899168
gene_12410,2898714,2899198
gene_11655,2898719,2899203
gene_11772,2898735,2899219
gene_11614,2898737,2899221
gene_12089,2898773,2899257
gene_12015,2898781,2899265
gene_11773,2898799,2899283
gene_11723,2898802,2899286
gene_12510,2898816,2899300
gene_12090,2898817,2899301
gene_11679,2898826,2899310
gene_12091,2898851,2899335
gene_12319,2898853,2899337
gene_12504,2898868,2899352
gene_12532,2898873,2899357
gene_12460,2898905,2899389
gene_11823,2898944,2899428
gene_11858,2898948,2899432
gene_12324,2898958,2899442
gene_12326,2898963,2899447
gene_12068,2898986,2899470
gene_12399,2899086,2899570
gene_12107,2899087,2899571
gene_11677,2899092,2899576
gene_11769,2899096,2899580
gene_11861,2899143,2899627
gene_11978,2899155,2899639
gene_12093,2899175,2899659
gene_11715,2899183,2899667
gene_11854,2899205,2899689
gene_11680,2899213,2899697
gene_11609,2923001,2923485
gene_11770,2923235,2923719
gene_11786,2923248,2923732
gene_11788,2923252,2923736
gene_11804,2923292,2923776
gene_11847,2923351,2923835
gene_12149,2923816,2924300
gene_12279,2924058,2924542
gene_12303,2924109,2924593
gene_12341,2924166,2924650
gene_12448,2924334,2924818
gene_12490,2924422,2924906
gene_12492,2924427,2924911
gene_11625,2947550,2948034
gene_11645,2947590,2948074
gene_11708,2947689,2948173
gene_11719,2947695,2948179
gene_11733,2947697,2948181
gene_11757,2947740,2948224
gene_11798,2947799,2948283
gene_11843,2947866,2948350
gene_11850,2947878,2948362
gene_11881,2947915,2948399
gene_11884,2947919,2948403
gene_11902,2947933,2948417
gene_12009,2948094,2948578
gene_12028,2948125,2948609
gene_12033,2948133,2948617
gene_12035,2948136,2948620
gene_12112,2948245,2948729
gene_12124,2948274,2948758
gene_12157,2948344,2948828
gene_12216,2948454,2948938
gene_12239,2948513,2948997
gene_12243,2948516,2949000
gene_12301,2948616,2949100
gene_12305,2948618,2949102
gene_12342,2948674,2949158
gene_12383,2948736,2949220
gene_12418,2948788,2949272
gene_12496,2948939,2949423
gene_11685,2962894,2963378
gene_11728,2962929,2963413
gene_11745,2962942,2963426
gene_11763,2962955,2963439
gene_11840,2963011,2963495
gene_11863,2963025,2963509
gene_11895,2963046,2963530
gene_11905,2963054,2963538
gene_11906,2963055,2963539
gene_12002,2963121,2963605
gene_12118,2963198,2963682
gene_12242,2963288,2963772
gene_12412,2963398,2963882
gene_12526,2963466,2963950
gene_12528,2963468,2963952
gene_11611,3068198,3068682
gene_11616,3068221,3068705
gene_11617,3068226,3068710
gene_11618,3068242,3068726
gene_11621,3068248,3068732
gene_11626,3068289,3068773
gene_11627,3068311,3068795
gene_11628,3068345,3068829
gene_11630,3068365,3068849
gene_11631,3068379,3068863
gene_11632,3068389,3068873
gene_11634,3068399,3068883
gene_11635,3068403,3068887
gene_11636,3068410,3068894
gene_11637,3068416,3068900
gene_11639,3068428,3068912
gene_11644,3068448,3068932
gene_11647,3068455,3068939
gene_11650,3068467,3068951
gene_11651,3068470,3068954
gene_11652,3068483,3068967
gene_11656,3068513,3068997
gene_11657,3068517,3069001
gene_11660,3068547,3069031
